property_listing_id,property_title,property_property_type,property_project_name,property_bhk,property_bathrooms,property_builtup_area_sqft,property_carpet_area_sqft,property_furnishing,property_possession,property_posted_on,price_price,price_price_per_sqft,price_total_price_text,loc_city_id,loc_locality_id,loc_address,loc_latitude,loc_longitude,images_all,nearby_summary
Q87427956,"Residential Land/Plot for Sale in Tatvam Parisar 1, Dholera, Ahmedabad",Residential Land/Plot,Tatvam Parisar 1,0,0,131.0,,,Immediate,Posted 1m ago by dealer,1179000,9000,Rs11.79 Lac,47,9048,"in Tatvam Parisar 1, Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
G87480144,"Residential Land/Plot for Sale in MAYUR ENCLAVE 5, Dholera, Ahmedabad",Residential Land/Plot,MAYUR ENCLAVE 5,0,0,200.0,,,Dec 2026,Updated 3w ago by dealer,1650000,8250,Rs16.5 Lac,47,9048,"in MAYUR ENCLAVE 5, Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
I88282726,"Residential Land/Plot for Sale in olympic area TP 457, Godhavi, Ahmedabad",Residential Land/Plot,olympic area TP 457,0,0,14400.0,,,Immediate,Posted 1w ago by dealer,504000000,"35,000",Rs50.4 Crore,49,7656,"in olympic area TP 457, Godhavi, Ahmedabad",,,,Ghuma BRTS terminal (None) | AMTS Ghuma Bus terminal (None) | Manipur Government School (None)
T81571443,"Residential Land/Plot for Sale in Sanand, Ahmedabad",Residential Land/Plot,,0,0,1578.0,,,Immediate,Updated 1m ago by dealer,47340000,"30,000",Rs4.73 Crore,49,7657,"in Sanand, Ahmedabad",,,,Massom Children Hospital (None) | Vishwa Vatsalya General Hospital (None) | Sanand Hospital and Trauma Centre (None) | Chauhan Hospital (None) | Shreeji Multi Speciality Hospital (None) | Sanand Janta Multispeciality Hospital (None) | Ashirvad Hospital and Clinic (None) | Navjeevan Doctor House (None) | Sanjivani Hospital (None) | Suvidha Orthopedic And Acccident Hospital (None)
W81456823,"Residential Land/Plot for Sale in Sanand, Ahmedabad",Residential Land/Plot,,0,0,900.0,,,Immediate,Updated 1m ago by dealer,40500000,"45,000",Rs4.05 Crore,49,7657,"in Sanand, Ahmedabad",,,,Massom Children Hospital (None) | Vishwa Vatsalya General Hospital (None) | Sanand Hospital and Trauma Centre (None) | Chauhan Hospital (None) | Shreeji Multi Speciality Hospital (None) | Sanand Janta Multispeciality Hospital (None) | Ashirvad Hospital and Clinic (None) | Navjeevan Doctor House (None) | Sanjivani Hospital (None) | Suvidha Orthopedic And Acccident Hospital (None)
M87410672,"Residential Land/Plot for Sale in 7 Oak Super city, Dholera, Ahmedabad",Residential Land/Plot,7 Oak Super city,0,0,147.0,,,Within 3 months,Updated 4w ago by owner,1065750,7250,Rs10.66 Lac,47,9048,"in 7 Oak Super city, Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
H85536724,"Flat/Apartment for Sale in Ganesh Housing Malabar County 3, SG Highway, Ahmedabad West",Flat/Apartment,Ganesh Housing Malabar County 3,2,2,,80.0,Furnished,Immediate,Updated 1m ago by owner,8500000,"59,440",Rs85 Lac,49,6038,"in Ganesh Housing Malabar County 3, SG Highway, Ahmedabad West",,,,CHANDLODIA MARKET (None) | Bhagwat Vidyapeeth (None) | Chandlodiya Temple (None) | vizcare hospital (None) | Vraj Dental Clinic (None) | Samarpan General Hospital Ahmedabad (None) | Pearl Dental Care (None) | Navkar Dental Clinic (None) | Satyam Hospital (None) | Hridaan Hospital & Pharmacy (None) | Gmers Medical College Hospital (None) | Shri Yogeshwar General Hospital (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Samata Hospital Pvt.Ltd (None) | Shri Rang Hospitaland Research Centre (None) | S G Hospital Chandlodiya (None) | J J Hospital Ahmedabad (None) | BalMukund Hospital (None) | West Cost pharma (None) | Bharat Petroleum (None) | RC TECHNICAL INSTITUTE (None) | Nalanda School (None) | Silver Oak College Of Engineering & Technology (None) | Chandlodiya railway station (None)
F87556024,"Residential Land/Plot for Sale in Navratna Kalhaar Blues And Greens, Sanand, Ahmedabad",Residential Land/Plot,Navratna Kalhaar Blues And Greens,0,0,2900.0,,,Immediate,Posted 1m ago by dealer,250000000,"86,206",Rs25 Crore,49,7657,"in Navratna Kalhaar Blues And Greens, Sanand, Ahmedabad",,,,Prerna Aartika (None) | Sanand - Sarkhej Rd (None) | Anant National University (None) | Anant School of Excellence (None) | Krishna Shalby Multi-Specialty Hospital (None) | SVP International Airport (None) | Ahmedabad Junction (None) | MYSA Zinc Journey by The Fern (None) | KPL2 Cricket Stadium (None)
J88358116,"Flat/Apartment for Sale in Orchid Pride, South Bopal, Ahmedabad",Flat/Apartment,Orchid Pride,3,3,,860.0,Semifurnished,Immediate,Updated 4d ago by dealer,7500000,5233,Rs75 Lac,49,14730,"in Orchid Pride, South Bopal, Ahmedabad",,,,SoBo Centre (None) | Axis ATM (None) | Hdfc ATM (None) | Icici ATM (None) | State bank of india sbi ATM (None) | Atm hdfc bank (None) | Sannidhya Hospital (None) | Navkaar Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Laxmi Heart and Medical Hospital (None) | Jay Prasuti Gruh and Nursing Home (None) | Vaishali Hospital (None) | Krishna Maternity Nursing Home (None) | Bopal Eye Care Centre (None) | Shreeji Children Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Vanza Hospital (None) | Royal Maternity and Nursing Home (None) | Bopal Multispeciality Hospital (None) | Shivam Hospital (None) | Adarsh Hospital (None) | Life Care Hospital (None) | Sahyog Hospital (None) | Apollo Pharmacy (None) | Regus Business Centre (None) | Sterling City (None) | Bopal gam (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | State bank of india (None) | Hocco Eatery (None) | Purohit Chavana and Sweet Mart (None) | Upper Crest (None) | McDonald's (None) | Jalaram Parotha house (None) | Havmor restaurant (None) | LJ University (None) | CTP3R-WDFCC Project Office Larsen & Toubro Limited (None)
Z87839088,"Residential Land/Plot for Sale in gopinath society, Drive in Road, Ahmedabad",Residential Land/Plot,gopinath society,0,0,720.0,,,Immediate,Posted 4w ago by dealer,97200000,1.35 L,Rs9.72 Crore,49,1533,"in gopinath society, Drive in Road, Ahmedabad",,,,Gurukul (None) | Kalpyan Pushti Haveli (None) | Manav Mandir (None) | Axis bank ATM (None) | Bank of baroda ATM (None) | Rainbow Super Speciality Children's Hospital (None) | Raghudeep Eye Clinic (None) | Dr. Manish Goyal (None) | Shree Raj Hospital Ahmedabad (None) | Sterling Hospital Div. Of Addlife Medical Institute Pvt. Ltd. (None) | little flower (None) | Chandandwar Hospital (None) | Jain Hospital And Icu Ahmedabad (None) | Shreeji Orthopaedic And Ent Hospital (None) | Aayush Surgical Hospital (None) | Mehta Hospital Siddhachal (None) | Rushabh Uro Hospital (None) | Milan Orthopaedic and Fracture Hospital (None) | Shraddha Surgical Hospital Ahmedabad (None) | P.N.Desai Eye Hospital (None) | Vatsalya Children Hospital Ahmedabad (None) | Shreeji ENT and Orthopaedic Hospital (None) | Smruti Fracture Orthopedic Hospital (None) | Kidney And Urology Hospital (None) | Chandrabhan Hospital and Gynac Institute (None) | Sharda Eye Hospital Phaco And Laser Centre - Ahmedabad (None) | Uro Care (None) | Sal Hospital and Medical Institute (None) | Aditya Eye Hospital Ahmedabad (None) | Shri Gordhandas Charitable Hospital (None) | Cornea Foundation Hospital (None) | Brinda Women's Hospital (None) | Neil Hospital Ahmedabad (None) | Nandan Maternity Home (None) | Kalrav Children Hospital Ahmedabad (None) | Aroma Womens Hospital (None) | Udit Hospital Multi Speciality (None) | Aashwi E.N.T.Hospital (None) | Ashish Orthopaedic Hospital Ahmedabad (None) | Arthro Care Hospital (None) | Ramanand gurukul swastik hall (None) | Indian oil (None) | Adlabs BIG Cinema (None) | Subway (None) | Barbeque Nation (None) | Iscon Ghantiya (None) | Gajanand Pauva House (None) | Shreeji Krupa Bombay Vadapav (None) | Jay Mataji Fast Food (None) | Kendriya Vidyalaya SAC (None)
M87586676,"Residential Land/Plot for Sale in suramya 1, SG Highway, Ahmedabad West",Residential Land/Plot,suramya 1,0,0,402.0,,,Immediate,Updated 1m ago by dealer,28114000,"69,935",Rs2.81 Crore,49,6038,"in suramya 1, SG Highway, Ahmedabad West",,,,CHANDLODIA MARKET (None) | Bhagwat Vidyapeeth (None) | Chandlodiya Temple (None) | vizcare hospital (None) | Vraj Dental Clinic (None) | Samarpan General Hospital Ahmedabad (None) | Pearl Dental Care (None) | Navkar Dental Clinic (None) | Satyam Hospital (None) | Hridaan Hospital & Pharmacy (None) | Gmers Medical College Hospital (None) | Shri Yogeshwar General Hospital (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Samata Hospital Pvt.Ltd (None) | Shri Rang Hospitaland Research Centre (None) | S G Hospital Chandlodiya (None) | J J Hospital Ahmedabad (None) | BalMukund Hospital (None) | West Cost pharma (None) | Bharat Petroleum (None) | RC TECHNICAL INSTITUTE (None) | Nalanda School (None) | Silver Oak College Of Engineering & Technology (None) | Chandlodiya railway station (None)
I87576008,"Residential Land/Plot for Sale in sanutkarsh , Makarba, SG Highway",Residential Land/Plot,sanutkarsh ,0,0,957.0,,,Immediate,Posted 1m ago by dealer,138760000,1.45 L,Rs13.88 Crore,49,4462,"in sanutkarsh , Makarba, SG Highway",,,,Jama Masjid (None) | Navjivan hospital (None) | Amena Khatun General Hospital (None) | Shreyas Speciality Hospital (None) | Mamata Hospital (None) | SHREY HOSPITAL (None) | Naresh Hospital (None) | Shaishav Children Hospital And Neonatal Care Unit (None) | Nanavati Maternity Hospital (None) | Spandan Hospital Ahmedabad (None) | Swastik Surgical Hospital And Dental Clinic Ahmedabad (None) | Mamta Hospital (None) | Hope Hospital (None) | Mahin Lifecare Services Pvt.Ltd (None) | Sehat Hospital Clinic (None) | Rushabh Medi-Surge Hospital Pvt Ltd (None) | Sahjanand Orthopaedic Hospital (None) | Shreeji Maternity and Surgical Nursing Home (None) | Shree Hari Clinic (None) | Cardio Vascular Clinic - Ahmedabad (None) | Sanjivani Maternity SonographyandPainless Delivery (None) | Sai Krupa Hospital (None) | Satellite Orthopaedic Hospital And Research Centre Pvt Ltd (None) | Shyamal Orthopaedic Hospital (None) | Urva Children Hospital and Neonatal Care (None) | Samkit Hospital Icu and Iccu (None) | Gynaecare Women's Hospital (None) | Vismay Child Care Hospital (None) | Jain Hospital and Icu (None) | Shridhaj Orthopaedic Hospital (None) | Vatsalya Gynec Hospital (None) | Abhisek Maternity and Nursing Home (None) | Sagar Hospital Ahmedabad (None) | Regus Business Centre (None) | shell petrol pump (None) | Yes bank (None) | Sphere Louge (None) | Skyz Restaurant and Banquet (None) | La Milano Pizzeria Prahladnagar (None) | In-Garden Cafe (None) | McDonald's (None) | Vishala (None) | Panddi restarunt (None) | Sarkhej railway station (None) | Vastrapur railway station (None) | Silicon WebX (None)
F87568870,"Residential Land/Plot for Sale in Individual Plot, Bopal, Ahmedabad",Residential Land/Plot,Individual Plot,0,0,4700.0,,,Immediate,Posted 1m ago by dealer,587500000,1.25 L,Rs58.75 Crore,49,1575,"in Individual Plot, Bopal, Ahmedabad",,,,SoBo Centre (None) | Atm hdfc bank (None) | State bank of india sbi ATM (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Shivam Hospital (None) | Life Care Hospital (None) | Adarsh Hospital (None) | Bopal Multispeciality Hospital (None) | Royal Maternity and Nursing Home (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Vanza Hospital (None) | Shreeji Children Hospital (None) | Navkaar Hospital (None) | Sannidhya Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Vaishali Hospital (None) | Laxmi Heart and Medical Hospital (None) | Jay Prasuti Gruh and Nursing Home (None) | Bopal Eye Care Centre (None) | Krishna Maternity Nursing Home (None) | Apollo Pharmacy (None) | Regus Business Centre (None) | Sterling City (None) | Bopal gam (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | State bank of india (None) | Purohit Chavana and Sweet Mart (None) | Upper Crest (None) | McDonald's (None) | Jalaram Parotha house (None) | Havmor restaurant (None) | Hocco Eatery (None) | DPS - Delhi Public School (None) | LJ University (None) | Gora railway station (None)
C87549846,"Residential Land/Plot for Sale in inverness 1, Chekhla, Ahmedabad",Residential Land/Plot,inverness 1,0,0,3000.0,,,Immediate,Posted 1m ago by dealer,90000000,"30,000",Rs9 Crore,49,43091,"in inverness 1, Chekhla, Ahmedabad",,,,
Y87545746,"Residential Land/Plot for Sale in inverness 3, Chekhla, Ahmedabad",Residential Land/Plot,inverness 3,0,0,5000.0,,,Immediate,Posted 1m ago by dealer,120000000,"24,000",Rs12 Crore,49,43091,"in inverness 3, Chekhla, Ahmedabad",,,,
B87528394,"Residential Land/Plot for Sale in gokul vrundavan, Kolat, Ahmedabad",Residential Land/Plot,gokul vrundavan,0,0,5000.0,,,Immediate,Posted 1m ago by dealer,175000000,"35,000",Rs17.5 Crore,49,22335,"in gokul vrundavan, Kolat, Ahmedabad",,,,
D87565976,"Residential Land/Plot for Sale in Kalhaar blues and Greens Golf facing, Sanand, Ahmedabad",Residential Land/Plot,Kalhaar blues and Greens Golf facing,0,0,3500.0,,,Immediate,Updated 1m ago by dealer,243200000,"69,485",Rs24.32 Crore,49,7657,"in Kalhaar blues and Greens Golf facing, Sanand, Ahmedabad",,,,
R87024672,"Residential Land/Plot for Sale in Abhishree Orchard, Sanand, Ahmedabad",Residential Land/Plot,Abhishree Orchard,0,0,853.0,,,Immediate,Updated yesterday by dealer,23500000,"27,549",Rs2.35 Crore,49,7657,"in Abhishree Orchard, Sanand, Ahmedabad",,,,Maharudra General Store (None) | Happiness Mall (None) | Kolat Primary School (None) | Apple Global School (None) | LJ University (None) | Ahmedabad Airport (None) | HDFC Bank (None) | Hotel Sarvottam (None) | Sanand (None) | Splash The Fun World (None) | Gulmohar Greens Golf (None) | Cricket Ground kolat (None) | Midway Cafe (None) | Amruta Lake (None) | Adani CNG Gas Station (None)
K86688092,"Flat/Apartment for Sale in Aashray Aurum, Shilaj, Ahmedabad",Flat/Apartment,Aashray Aurum,3,3,,912.0,Unfurnished,Immediate,Updated 2w ago by dealer,10200000,"11,184",Rs1.02 Crore,49,7647,"in Aashray Aurum, Shilaj, Ahmedabad",,,,Thaltej Metro (None) | Shilaj Circle (None) | Anand Niketan School (None) | Delhi Public School (None) | Indus University (None) | Oxygen Park (None) | Ambli BRTS (None) | Ambli T Junction (None) | Taj Skyline (None) | Courtyard by Marriott (None) | Double tree by Hilton (None) | Rajpath Club (None) | Pakvan Cross Roads (None)
C86832246,"Flat/Apartment for Sale in Ratnabhumi Turquoise Grandeure, Wapa, Godhavi, Ahmedabad",Flat/Apartment,Ratnabhumi Turquoise Grandeure,4,4,,183.72,Unfurnished,Immediate,Updated 2w ago by dealer,14500000,"78,924",Rs1.45 Crore,49,1075339,"in Ratnabhumi Turquoise Grandeure, Wapa, Godhavi, Ahmedabad",,,,D Mart (None) | Star Bazaar (None) | Mini Osia Mart (None) | Global Mission Intl School (None) | Anant National University (None) | Sansakardham Cmpus (None) | Zydus School of Excellence (None) | Krishna Shalby Hospital (None) | Advait Multispecialty Hospital (None) | Bopal ICU Trauma Centre (None) | Bucephalus Riding Polo Club (None) | Pleasure Club (None) | Karnavati Club (None) | RH Patel Cricket Ground (None) | Universal Cricket Academy (None)
O84129808,"Residential Land/Plot for Sale in Gokul farm, Rancharda, Ahmedabad",Residential Land/Plot,Gokul farm,0,0,5564.0,,,Immediate,Updated 1m ago by dealer,194740000,"35,000",Rs19.47 Crore,49,8058,"in Gokul farm, Rancharda, Ahmedabad",,,,
R84129374,"Residential Land/Plot for Sale in Gokul farm , Rancharda, Ahmedabad",Residential Land/Plot,Gokul farm ,0,0,1370.0,,,Immediate,Updated 1m ago by dealer,47950000,"35,000",Rs4.79 Crore,49,8058,"in Gokul farm , Rancharda, Ahmedabad",,,,
W80708959,"Residential Land/Plot for Sale in kadambari1, Rancharda, Ahmedabad",Residential Land/Plot,kadambari1,0,0,744.0,,,Immediate,Updated 1m ago by dealer,29760000,"40,000",Rs2.98 Crore,49,8058,"in kadambari1, Rancharda, Ahmedabad",,,,Ghuma BRTS terminal (None) | AMTS Ghuma Bus terminal (None) | Bopal gam (None)
Z81571465,"Residential Land/Plot for Sale in Sanand, Ahmedabad",Residential Land/Plot,,0,0,2368.0,,,Immediate,Updated 1m ago by dealer,71040000,"30,000",Rs7.1 Crore,49,7657,"in Sanand, Ahmedabad",,,,Massom Children Hospital (None) | Vishwa Vatsalya General Hospital (None) | Sanand Hospital and Trauma Centre (None) | Chauhan Hospital (None) | Shreeji Multi Speciality Hospital (None) | Sanand Janta Multispeciality Hospital (None) | Ashirvad Hospital and Clinic (None) | Navjeevan Doctor House (None) | Sanjivani Hospital (None) | Suvidha Orthopedic And Acccident Hospital (None)
N87404634,"Flat/Apartment for Sale in Anantara Abode, Hebatpur, Ahmedabad",Flat/Apartment,Anantara Abode,4,5,,173.57,Unfurnished,Immediate,Updated 1m ago by dealer,24500000,1.41 L,Rs2.45 Crore,49,40329,"in Anantara Abode, Hebatpur, Ahmedabad",,,,Thaltej Metro Station (None) | City Square (None) | SP Ring Road (None) | S S Divine School (None) | Ahmedabad University (None) | Mediheal Multispeciality Hospital (None) | SVP International Airport (None) | Oxygen Park (None) | Sabarmati Junction Railway Station (None) | Aaryans Corporate Park (None) | Fortune Select SG Highway (None) | Fun Blast - SBR (None) | Sardar Patel Stadium (Navrangpura) (None)
Q81048359,"Flat/Apartment for Sale in Adani Archway, Jagatpur, Ahmedabad",Flat/Apartment,Adani Archway,3,3,,,Unfurnished,Immediate,Updated 2d ago by dealer,12200000,6321,Rs1.22 Crore,1008530,14756,"in Adani Archway, Jagatpur, Ahmedabad",,,,CHANDLODIA MARKET (None) | Khodiyar Temple (None) | Prime Dental Care (None) | vizcare hospital (None) | Vraj Dental Clinic (None) | Navkar Dental Clinic (None) | Hridaan Hospital & Pharmacy (None) | Satyam Hospital (None) | Pearl Dental Care (None) | Samarpan General Hospital Ahmedabad (None) | Health Center (None) | BalMukund Hospital (None) | Mahavir Clinic and Nursing Home (None) | Pushpam Hospital Ahmedabad (None) | Dr Yashvant Chhatbar (None) | Kalyani Nursing Home and Sonography Clinic (None) | West Cost pharma (None) | New Parking (None) | D-cabin (None) | Vallabhpark (None) | Kalupur cooperative commercial bank (None) | Management Mess (None) | F1 Pharma Canteen (None) | Silver Oak College Of Engineering & Technology (None) | NIM Auditorium (None) | Chandkheda road railway station (None) | Sabarmati 'd' cabin railway station (None)
E87087148,"Residential Land/Plot for Sale in Samutkarsh society, Makarba, SG Highway",Residential Land/Plot,Samutkarsh society,0,0,957.0,,,Immediate,Posted 1m ago by dealer,138765000,1.45 L,Rs13.88 Crore,49,4462,"in Samutkarsh society, Makarba, SG Highway",,,,Jama Masjid (None) | Navjivan hospital (None) | Amena Khatun General Hospital (None) | Shreyas Speciality Hospital (None) | Mamata Hospital (None) | SHREY HOSPITAL (None) | Naresh Hospital (None) | Shaishav Children Hospital And Neonatal Care Unit (None) | Nanavati Maternity Hospital (None) | Spandan Hospital Ahmedabad (None) | Swastik Surgical Hospital And Dental Clinic Ahmedabad (None) | Mamta Hospital (None) | Hope Hospital (None) | Mahin Lifecare Services Pvt.Ltd (None) | Sehat Hospital Clinic (None) | Rushabh Medi-Surge Hospital Pvt Ltd (None) | Sahjanand Orthopaedic Hospital (None) | Shreeji Maternity and Surgical Nursing Home (None) | Shree Hari Clinic (None) | Cardio Vascular Clinic - Ahmedabad (None) | Sanjivani Maternity SonographyandPainless Delivery (None) | Sai Krupa Hospital (None) | Satellite Orthopaedic Hospital And Research Centre Pvt Ltd (None) | Shyamal Orthopaedic Hospital (None) | Urva Children Hospital and Neonatal Care (None) | Samkit Hospital Icu and Iccu (None) | Gynaecare Women's Hospital (None) | Vismay Child Care Hospital (None) | Jain Hospital and Icu (None) | Shridhaj Orthopaedic Hospital (None) | Vatsalya Gynec Hospital (None) | Abhisek Maternity and Nursing Home (None) | Sagar Hospital Ahmedabad (None) | Regus Business Centre (None) | shell petrol pump (None) | Yes bank (None) | Sphere Louge (None) | Skyz Restaurant and Banquet (None) | La Milano Pizzeria Prahladnagar (None) | In-Garden Cafe (None) | McDonald's (None) | Vishala (None) | Panddi restarunt (None) | Sarkhej railway station (None) | Vastrapur railway station (None) | Silicon WebX (None)
E87549320,"Residential Land/Plot for Sale in Safal Glade One, Sanand, Ahmedabad",Residential Land/Plot,Safal Glade One,0,0,1280.0,,,Immediate,Posted 1m ago by dealer,34600000,"27,031",Rs3.46 Crore,49,7657,"in Safal Glade One, Sanand, Ahmedabad",,,,SHIVAM SQUARE (None) | Modasar primary school (None) | LJ University (None) | Sanjivani Hospital (None) | Sardar Vallabhbhai Patel (None) | Matoda (None) | MYSA Zinc Journey (None) | Splash The Fun World (None) | Kalhaar Blues & Greens Golf Club (None) | Pipan warriors stadium (None)
N87528834,"Residential Land/Plot for Sale in Pipan, Ahmedabad",Residential Land/Plot,,0,0,1478.0,,,Sep 2026,Posted 1m ago by dealer,22170000,"15,000",Rs2.22 Crore,47,1108121,"in Pipan, Ahmedabad",,,,
P87575696,"Residential Land/Plot for Sale in sundarvan, Rancharda, Ahmedabad",Residential Land/Plot,sundarvan,0,0,915.0,,,Immediate,Posted 1m ago by dealer,45700000,"49,945",Rs4.57 Crore,49,8058,"in sundarvan, Rancharda, Ahmedabad",,,,Ghuma BRTS terminal (None) | AMTS Ghuma Bus terminal (None) | Bopal gam (None)
C85355872,"Residential Land/Plot for Sale in SHIVAN ENCLAVE, Dholera, Ahmedabad",Residential Land/Plot,SHIVAN ENCLAVE,0,0,119.0,,,Immediate,Updated 1m ago by dealer,773500,6500,Rs7.74 Lac,47,9048,"in SHIVAN ENCLAVE, Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
F85162814,"Flat/Apartment for Sale in Sukirti 54, Shela, Ahmedabad",Flat/Apartment,Sukirti 54,3,3,,792.0,,Immediate,Updated yesterday by owner,6300000,7954,Rs63 Lac,49,27163,"in Sukirti 54, Shela, Ahmedabad",,,,Thaltej Metro Station (None) | Applewoods Galleria Mall (None) | Shela Road (None) | LDR International School (None) | LJ University (None) | Adwait Multispecialty Hospital (None) | SVP International Airport (None) | Sarkhej Railway Station (None)
O81914280,"Flat/Apartment for Sale in Sudarshan Shree Akshat Aangan, Ghatlodia, Ahmedabad",Flat/Apartment,Sudarshan Shree Akshat Aangan,2,2,,,Furnished,Immediate,Updated 3w ago by owner,7300000,5443,Rs73 Lac,49,2773,"in Sudarshan Shree Akshat Aangan, Ghatlodia, Ahmedabad",,,,CHANDLODIA MARKET (None) | Panchdev Mahadev Mandir (None) | ambe mataa mandir (None) | Bhagwat Vidyapeeth (None) | Chandlodiya Temple (None) | J J Hospital Ahmedabad (None) | Shri Rang Hospitaland Research Centre (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Shri Yogeshwar General Hospital (None) | Aastha Eye Care Centre (None) | Aneri Children Hospital (None) | Chokshi Maternity Nursing Home and Sonography Clinic (None) | Tirtham Surgical and Laparoscopic Centre (None) | Kalpana Maternity and Nursing Home Ahmedabad (None) | HCG Cancer Centre (None) | Aditya Multi-Speciality Hospital (None) | Gmers Medical College Hospital (None) | Sitababa Hospital (None) | Om Children Hospital (None) | Samata Hospital Pvt.Ltd (None) | Netram Care Eye Hospital (None) | Dr.Atul Shah Eye Hospital (None) | Gurukrupa Hospital Ahmedabad (None) | Shree Mahavir Mutlispeciality Hospital and Icu (None) | Auroma Ent Hospital (None) | Sanjeevani Hospital Ahmedabad (None) | Vallabh Surgical Hospital (None) | Sainath Orhtopaedic Hospital (None) | Shaishav Children Hospital Ahmedabad (None) | Devam Orthopaedic Hospital (None) | Cutis Cosmetic Plastic Surgery Centre (None) | Shreekrishna Hospital and Health Care Centre (None) | Cims Hospital Private Limieted (None) | Shashwat Hospital and Research Center Ahmedabad (None) | Neo Children Hospital (None) | S G Hospital Chandlodiya (None) | West Cost pharma (None) | Bharat Petroleum (None) | Rajhans Cinemas (None) | Nalanda School (None) | Amrita Vidyalayam (None) | RC TECHNICAL INSTITUTE (None) | Nutan Vidya Vihar (None) | Lalbhai Dalpatbhai College of Engineering (None) | M B Patel Gyanjyot High School (None) | Karmachari Shiksan Tirth (None) | Gyanda Girls High School (None) | Indian Institute Of Management (None) | St. Xavier's College (None) | Chandlodiya railway station (None)
E66602260,"Residential Land/Plot for Sale in Greencity plot, Ghuma, Ahmedabad",Residential Land/Plot,Greencity plot,0,0,300.0,,,Immediate,Updated 1m ago by dealer,25000000,"83,333",Rs2.5 Crore,49,7648,"in Greencity plot, Ghuma, Ahmedabad",,,,
S82452204,"Flat/Apartment for Sale in Aristo Anandam , Tragad, Ahmedabad",Flat/Apartment,Aristo Anandam ,3,3,,,Unfurnished,Immediate,Updated 2d ago by dealer,9000000,"46,153",Rs90 Lac,1008530,6092,"in Aristo Anandam , Tragad, Ahmedabad",,,,Prime Dental Care (None) | Dr Yashvant Chhatbar (None) | Mahavir Clinic and Nursing Home (None) | Health Center (None) | Pushp Hospital and Maternity Home (None) | Pushpam Hospital Ahmedabad (None) | Satyamev Hospital (None) | Ansh Multispeciality Hospital (None) | Devarshi Super Speciality Hospital (None) | Navjivan Hospital (None) | Kalyani Nursing Home and Sonography Clinic (None) | Utkarsh Hospital Ahmedabad (None) | Shreyas Orthopedic Hospital Ahmedabad (None) | Shivam Surgical and Dental Hospital (None) | Chandkheda Orthopedic & Surgical Hospital (None) | Rhythm Heart and Medical Hospital (None) | Satyam Children Hospital (None) | Shree Sai Children Hospital (None) | Sentara Multispeciality Hospital (None) | Management Parking (None) | New Parking (None) | D-cabin (None) | Vallabhpark (None) | Kalupur cooperative commercial bank (None) | F1 Pharma Canteen (None) | Management Mess (None) | NIM Auditorium (None) | Silver Oak College Of Engineering & Technology (None) | Chandkheda road railway station (None) | Sabarmati 'd' cabin railway station (None)
F86869528,"Residential Land/Plot for Sale in Dholera, Ahmedabad",Residential Land/Plot,,0,0,160.0,,,Immediate,Updated 1w ago by dealer,1400000,8750,Rs14 Lac,47,9048,"in Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
F86855266,"Flat/Apartment for Sale in Safal Riviera Aspire, Shela, Ahmedabad",Flat/Apartment,Safal Riviera Aspire,3,3,,1464.75,Unfurnished,Immediate,Updated 2w ago by dealer,19200000,7007,Rs1.92 Crore,49,27163,"in Safal Riviera Aspire, Shela, Ahmedabad",,,,"Applewoods Galleria Mall (None) | VIP Rd (None) | NH147, Gujarat (None) | MICA (None) | Apple Global School (None) | Sahyog Hospital (None) | SVP International Airport (None) | Ahmedabad Junction (None) | Parshwanath Business Park (None) | Taj Skyline, Ahmedabad (None) | Joybox Fun & Food Park (None) | Gulmohar Greens Golf & Country Club (None)"
