property_listing_id,property_title,property_property_type,property_project_name,property_bhk,property_bathrooms,property_builtup_area_sqft,property_carpet_area_sqft,property_furnishing,property_possession,property_posted_on,price_price,price_price_per_sqft,price_total_price_text,loc_city_id,loc_locality_id,loc_address,loc_latitude,loc_longitude,images_all,nearby_summary
S87716630,"Flat/Apartment for Sale in Satyagrah The Atlantis 84, Zundal, Ahmedabad",Flat/Apartment,Satyagrah The Atlantis 84,3,3,,115.0,Unfurnished,Immediate,Updated 1m ago by dealer,7500000,"34,883",Rs75 Lac,1008530,6077,"in Satyagrah The Atlantis 84, Zundal, Ahmedabad",,,,Vijaynagar (None) | Super Mall 1 (None) | SH 41 (None) | Radiant School (None) | Karnavati University (None) | SMS Hospital Quarters (None) | Sardar Vallabhbhai Patel INT Airport (None) | Khodiyar (None) | Antilia Business Hub (None) | Hyatt Regency (None) | Vintage Funworld (None) | The Belvedere Golf Court (None) | Ambedkar Stadium (None)
I82207816,"Flat/Apartment for Sale in Nr Dhanidhar Cross Road, Paldi, Ahmedabad",Flat/Apartment,Nr Dhanidhar Cross Road,3,3,,,Furnished,Immediate,Updated 1m ago by dealer,17500000,"70,850",Rs1.75 Crore,49,1548,"in Nr Dhanidhar Cross Road, Paldi, Ahmedabad",,,,Shahi Masjid - Dargah Hazrat Ali Sher Bangali (None) | Temple (None) | Jalaram Mandir (None) | Bank of india ATM (None) | Shaurya Hospital Ahmedabad (None) | Dr. Atul H Kansara E.N.T Hospital (None) | Stavan Eye Clinic (None) | Long Life Hospital Ahmedabad (None) | Sushrut Hospital Ahmedabad (None) | Shushtrut Hospital (None) | Dr Chirag M Desai Eye Care (None) | Bavishi Hospital (None) | Het Eye Care (None) | My dentist (None) | Navkar Ear Nose Throat Hospital (None) | Navkar Plastic Surgery Hospital (None) | R. Tolat Eye Clinic (None) | Jyoti Eye Hospital- Phaco Laser Centre (None) | Peshant House Hospital (None) | Gheewala Hospital (None) | Saraiya Plastic Surgery And Burns Hospital (None) | Krupanidhi Hospital (None) | Ratnam Eye Hospital (None) | Aarna Super Speciality Hospital (None) | Chirayu Orthopaedic and Spine Hospital (None) | Amijyot Eye Hospital (None) | Sanket Children Hospial (None) | Navkalp Children Hospital (None) | Gandhi Uro Care (None) | Gujrat Diagnostic Center and Pathology Laboratory (None) | Ashray Clinic (None) | Nishant E N T Hospital (None) | Vrundavan Children Hospital (None) | Aash Arthoscopy Centre (None) | Dr. Devendra Kanaiyalal Hospital and Nursing Home (None) | Design Gallery (None) | Staff Parking (None) | Paldi Bus Stand (None) | Hindustan Petroleum Station (None) | CNG Adani (None) | Ansh Petrol Pump (None) | Hdfc bank paldi branch (None) | Indian bank (None) | Udipi Cafe (None) | Amul (None) | Chai (None) | Navchetan School (None) | Exhibition & Spatial Design (None) | Sakar Granito India Pvt. Ltd. (None) | 9 Aple Web (None)
N87827736,"Independent House/Villa for Sale in Ambli Road, Ahmedabad",Independent House/Villa,,5,4,376.0,376.0,Furnished,Immediate,Updated 3w ago by dealer,65000000,1.73 L,Rs6.5 Crore,49,45577,"in Ambli Road, Ahmedabad",,,,SoBo Centre (None) | ISKON Temple (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | State bank of india sbi ATM (None) | Atm hdfc bank (None) | State bank of india ATM (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Jay Prasuti Gruh and Nursing Home (None) | Laxmi Heart and Medical Hospital (None) | Krishna Maternity Nursing Home (None) | Vaishali Hospital (None) | Bopal Eye Care Centre (None) | Shreeji Children Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Vanza Hospital (None) | Royal Maternity and Nursing Home (None) | Bopal Multispeciality Hospital (None) | Sannidhya Hospital (None) | Navkaar Hospital (None) | Shivam Hospital (None) | Adarsh Hospital (None) | Life Care Hospital (None) | Apollo Pharmacy (None) | Sterling City (None) | Bopal gam (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | State bank of india (None) | Wide Angle (None) | McDonald's (None) | Havmor restaurant (None) | Jalaram Parotha house (None) | Hocco Eatery (None) | Purohit Chavana and Sweet Mart (None) | Upper Crest (None) | Bean Box Cafe (None) | The Cafe Date (None) | Mc Donalds (None) | Cafe Coffee Day (None) | cabana lounge (None) | La Milano Pizzeria Prahladnagar (None) | Sphere Louge (None) | Cooking Culture (None) | LJ University (None) | Satva Vikas School (None) | Sauber Environmental Solutions Pvt. Ltd. (None) | TatvaSoft (None) | Aardenco Infotech Pvt Ltd (None)
I87358034,"Flat/Apartment for Sale in Keraliya Awadh Habitat, Shilaj, Ahmedabad",Flat/Apartment,Keraliya Awadh Habitat,3,3,83.61,850.0,Unfurnished,Immediate,Updated 1m ago by dealer,8000000,4848,Rs80 Lac,49,7647,"in Keraliya Awadh Habitat, Shilaj, Ahmedabad",,,,Shangrila Bunglows (None) | Sterling City (None) | Bopal gam (None) | Bean Box Cafe (None) | Black Salt (None) | Satva Vikas School (None) | Ambli road railway station (None)
V70062912,"Residential Land/Plot for Sale in Green City, Ghuma, Ahmedabad",Residential Land/Plot,Green City,0,0,400.0,,,Immediate,Updated 1m ago by dealer,20000000,"50,000",Rs2 Crore,49,7648,"in Green City, Ghuma, Ahmedabad",,,,SoBo Centre (None) | Atm hdfc bank (None) | State bank of india sbi ATM (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Life Care Hospital (None) | Adarsh Hospital (None) | Shivam Hospital (None) | Bopal Multispeciality Hospital (None) | Navkaar Hospital (None) | Sannidhya Hospital (None) | Royal Maternity and Nursing Home (None) | Vanza Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Shreeji Children Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Vaishali Hospital (None) | Laxmi Heart and Medical Hospital (None) | Jay Prasuti Gruh and Nursing Home (None) | Bopal Eye Care Centre (None) | Krishna Maternity Nursing Home (None) | Apollo Pharmacy (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Bopal gam (None) | Sterling City (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | Upper Crest (None) | Purohit Chavana and Sweet Mart (None) | McDonald's (None) | Jalaram Parotha house (None) | Hocco Eatery (None) | Havmor restaurant (None) | DPS - Delhi Public School (None) | Manipur Government School (None) | Gora railway station (None)
B87499198,"Flat/Apartment for Sale in Abhilasha By Shlok Group, Gota, Ahmedabad",Flat/Apartment,Abhilasha By Shlok Group,4,4,,189.0,Unfurnished,Immediate,Updated 1m ago by dealer,18000001,"52,325",Rs1.8 Crore,1008530,6081,"in Abhilasha By Shlok Group, Gota, Ahmedabad",,,,Ranip Metro Station (None) | Alfa Mall (None) | Gandhi Nager NH147 Highway (None) | SMT K N Patel International School (None) | Silver Oak University (None) | Sunrise Hospital (None) | Vallabhbhai Patel International Airport (None) | Sabarmati Railway Station (None) | IGNITE Office Hub (None) | Vivanta Hotel (None)
V85846924,"Flat/Apartment for Sale in Aaryan City, Gota, Ahmedabad",Flat/Apartment,Aaryan City,3,3,,1193.0,Unfurnished,Immediate,Updated 1m ago by dealer,9500000,4776,Rs95 Lac,1008530,6081,"in Aaryan City, Gota, Ahmedabad",,,,CHANDLODIA MARKET (None) | Chandlodiya Temple (None) | Khodiyar Temple (None) | Achleshwar Mahadev (None) | State bank of india ATM (None) | Icici ATM (None) | Idbi ATM (None) | Axis ATM (None) | Hridaan Hospital & Pharmacy (None) | Navkar Dental Clinic (None) | Satyam Hospital (None) | Pearl Dental Care (None) | BalMukund Hospital (None) | S G Hospital Chandlodiya (None) | Vraj Dental Clinic (None) | vizcare hospital (None) | Samata Hospital Pvt.Ltd (None) | Aalisha Clinic (None) | Health Center (None) | Pushpam Hospital Ahmedabad (None) | Mahavir Clinic and Nursing Home (None) | Kalyani Nursing Home and Sonography Clinic (None) | Shri Yogeshwar General Hospital (None) | Jainee Surgical Hospital (None) | Vinayak Children Hospital-Ahmedabad (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Dr Yashvant Chhatbar (None) | Shri Rang Hospitaland Research Centre (None) | Prime Dental Care (None) | Amijeet Maternity Hospital (None) | Poojan Children Hospital And Neonatal Care Centre (None) | Jay Umiya Hospital (None) | Siddhi Heart and Medical Hospital (None) | Vardan Eye Hospital Ahmedabad (None) | Samarpan General Hospital Ahmedabad (None) | Trisha Trauma Centre and Icu (None) | Kesharbhavani Medical Store (None) | West Cost pharma (None) | D-cabin (None) | Vallabhpark (None) | State bank of india (None) | Food Temple (None) | RC TECHNICAL INSTITUTE (None) | Gyanda Girls High School (None) | Chandkheda road railway station (None) | Sabarmati 'd' cabin railway station (None) | Chandlodiya railway station (None) | Kali road railway station (None) | CoRo Technologies (None) | Vinu Makad Gym & Swimming Pool AUDA (None)
Y85831316,"Flat/Apartment for Sale in Ganesh Sharnam, Gota, Ahmedabad",Flat/Apartment,Ganesh Sharnam,2,2,,750.0,Furnished,Immediate,Updated 1m ago by dealer,6300000,8400,Rs63 Lac,1008530,6081,"in Ganesh Sharnam, Gota, Ahmedabad",,,,CHANDLODIA MARKET (None) | Prime Dental Care (None) | vizcare hospital (None) | Vraj Dental Clinic (None) | Navkar Dental Clinic (None) | Hridaan Hospital & Pharmacy (None) | Satyam Hospital (None) | Pearl Dental Care (None) | Samarpan General Hospital Ahmedabad (None) | Health Center (None) | Mahavir Clinic and Nursing Home (None) | BalMukund Hospital (None) | Dr Yashvant Chhatbar (None) | Pushpam Hospital Ahmedabad (None) | Kalyani Nursing Home and Sonography Clinic (None) | West Cost pharma (None) | New Parking (None) | Management Parking (None) | D-cabin (None) | Vallabhpark (None) | Kalupur cooperative commercial bank (None) | Management Mess (None) | F1 Pharma Canteen (None) | Silver Oak College Of Engineering & Technology (None) | NIM Auditorium (None) | Chandkheda road railway station (None) | Sabarmati 'd' cabin railway station (None)
A84315734,"Flat/Apartment for Sale in Safal Parisar 2, South Bopal, Ahmedabad",Flat/Apartment,Safal Parisar 2,3,3,,1238.0,Semifurnished,Immediate,Updated yesterday by dealer,11100000,5826,Rs1.11 Crore,49,14730,"in Safal Parisar 2, South Bopal, Ahmedabad",,,,"Thaltej Metro Station (None) | Iscon Mega Mall (None) | NH147 (None) | Cosmos Castle International School (None) | Indus University (None) | Krishna Shalby Multi-Specialty Hospital (None) | SVP International Airport (None) | Ahmedabad Junction (None) | Parshwanath Business Park (None) | Taj Skyline, Ahmedabad (None) | Adventure Park (None) | Kalhaar Blues & Greens Golf Club (None) | Sardar Patel Stadium (None)"
K87308576,"Flat/Apartment for Sale in Nila Anvayaa, Makarba, SG Highway",Flat/Apartment,Nila Anvayaa,3,3,,1200.0,Semifurnished,Immediate,Updated 1m ago by dealer,10500000,5691,Rs1.05 Crore,49,4462,"in Nila Anvayaa, Makarba, SG Highway",,,,Jama Masjid (None) | Prerna Tirth Derasar (None) | Shreyas Speciality Hospital (None) | Naresh Hospital (None) | Shaishav Children Hospital And Neonatal Care Unit (None) | Swastik Surgical Hospital And Dental Clinic Ahmedabad (None) | Nanavati Maternity Hospital (None) | Spandan Hospital Ahmedabad (None) | Amena Khatun General Hospital (None) | Navjivan hospital (None) | Rushabh Medi-Surge Hospital Pvt Ltd (None) | Sahjanand Orthopaedic Hospital (None) | Shree Hari Clinic (None) | Shreeji Maternity and Surgical Nursing Home (None) | Mamata Hospital (None) | Cardio Vascular Clinic - Ahmedabad (None) | SHREY HOSPITAL (None) | Sai Krupa Hospital (None) | Mahin Lifecare Services Pvt.Ltd (None) | Sehat Hospital Clinic (None) | Hope Hospital (None) | Vismay Child Care Hospital (None) | Mamta Hospital (None) | Sanjivani Maternity SonographyandPainless Delivery (None) | Satellite Orthopaedic Hospital And Research Centre Pvt Ltd (None) | Shyamal Orthopaedic Hospital (None) | Abhisek Maternity and Nursing Home (None) | Kirenben Maternity And Nursing Home (None) | Urva Children Hospital and Neonatal Care (None) | Gynaecare Women's Hospital (None) | Tulip Women's Hospital (None) | Regus Business Centre (None) | shell petrol pump (None) | Yes bank (None) | Saswat bank (None) | Wide Angle (None) | Sphere Louge (None) | La Milano Pizzeria Prahladnagar (None) | Skyz Restaurant and Banquet (None) | In-Garden Cafe (None) | McDonald's (None) | Panddi restarunt (None) | Jagdish Chaat Pakodi Center (None) | Diwan Bhel Pakodi Center (None) | Mc Donalds (None) | Cafe Coffee Day (None) | Vastrapur railway station (None) | Sarkhej railway station (None) | Silicon WebX (None) | Aardenco Infotech Pvt Ltd (None)
H87974762,"Flat/Apartment for Sale in Gala Haven, Vaishnodevi Circle, Ahmedabad",Flat/Apartment,Gala Haven,3,3,,1850.0,Unfurnished,Immediate,Posted 3w ago by dealer,9200000,4972,Rs92 Lac,1008530,9494,"in Gala Haven, Vaishnodevi Circle, Ahmedabad",,,,Prime Dental Care (None) | Management Parking (None) | New Parking (None) | D-cabin (None) | Vallabhpark (None) | Fuel (None) | Kalupur cooperative commercial bank (None) | F1 Pharma Canteen (None) | Management Mess (None) | NIM Auditorium (None) | Silver Oak College Of Engineering & Technology (None) | Dr. Babasaheb Ambedkar Open University (None) | Nirma University (None) | Khodiyar junction railway station (None)
W86828850,"Flat/Apartment for Sale in Shafalya Vertis, Sola, Ahmedabad",Flat/Apartment,Shafalya Vertis,3,3,,145.0,Furnished,Immediate,Posted 2m ago by dealer,18500000,"76,446",Rs1.85 Crore,49,7650,"in Shafalya Vertis, Sola, Ahmedabad",,,,Bhagwat Vidyapeeth (None) | ambe mataa mandir (None) | Panchdev Mahadev Mandir (None) | HCG Cancer Centre (None) | Cims Hospital Private Limieted (None) | Motherhood Womens and Child Care Hospital (None) | Gmers Medical College Hospital (None) | Tirtham Surgical and Laparoscopic Centre (None) | Kalpana Maternity and Nursing Home Ahmedabad (None) | Aditya Multi-Speciality Hospital (None) | Netram Care Eye Hospital (None) | Om Children Hospital (None) | J J Hospital Ahmedabad (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Surveen Children Hospital And Vaccination Centre (None) | Shri Rang Hospitaland Research Centre (None) | Shri Yogeshwar General Hospital (None) | Dr.Atul Shah Eye Hospital (None) | Gurukrupa Hospital Ahmedabad (None) | Shreekrishna Hospital and Health Care Centre (None) | Shree Mahavir Mutlispeciality Hospital and Icu (None) | Shashwat Hospital and Research Center Ahmedabad (None) | Sitababa Hospital (None) | Auroma Ent Hospital (None) | Sanjeevani Hospital Ahmedabad (None) | Vallabh Surgical Hospital (None) | Sainath Orhtopaedic Hospital (None) | Shaishav Children Hospital Ahmedabad (None) | Aastha Eye Care Centre (None) | Aneri Children Hospital (None) | Devam Orthopaedic Hospital (None) | Cutis Cosmetic Plastic Surgery Centre (None) | Neil Hospital Ahmedabad (None) | Aroma Womens Hospital (None) | Samarpan Maternity And Urosurgical Hospital (None) | Udit Hospital Multi Speciality (None) | Shangrila Bunglows (None) | West Cost pharma (None) | Bharat Petroleum (None) | Rajhans Cinemas (None) | V.Desi Food Couet (None) | RC TECHNICAL INSTITUTE (None) | Amrita Vidyalayam (None) | Indian Institute Of Management (None) | Nalanda School (None) | Lalbhai Dalpatbhai College of Engineering (None) | Karmachari Shiksan Tirth (None) | Nutan Vidya Vihar (None) | Chandlodiya railway station (None) | Azista Aerospace (None)
I87573278,"Flat/Apartment for Sale in Angel Wind Chimes, Science City, Ahmedabad",Flat/Apartment,Angel Wind Chimes,3,3,,,Furnished,Immediate,Updated 1m ago by dealer,18000000,"67,924",Rs1.8 Crore,49,8059,"in Angel Wind Chimes, Science City, Ahmedabad",,,,Motherhood Womens and Child Care Hospital (None)
D87925502,"Independent House/Villa for Sale in shivam 1 bungalows , South Bopal, Ahmedabad",Independent House/Villa,shivam 1 bungalows ,4,3,154.0,,Furnished,Immediate,Updated 3w ago by dealer,25000000,1.62 L,Rs2.5 Crore,49,14730,"in shivam 1 bungalows , South Bopal, Ahmedabad",,,,SoBo Centre (None) | Axis ATM (None) | Hdfc ATM (None) | Icici ATM (None) | State bank of india sbi ATM (None) | Atm hdfc bank (None) | Sannidhya Hospital (None) | Navkaar Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Jay Prasuti Gruh and Nursing Home (None) | Laxmi Heart and Medical Hospital (None) | Vaishali Hospital (None) | Krishna Maternity Nursing Home (None) | Bopal Eye Care Centre (None) | Shreeji Children Hospital (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Vanza Hospital (None) | Royal Maternity and Nursing Home (None) | Bopal Multispeciality Hospital (None) | Shivam Hospital (None) | Adarsh Hospital (None) | Life Care Hospital (None) | Apollo Pharmacy (None) | Regus Business Centre (None) | Sterling City (None) | Bopal gam (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | State bank of india (None) | Hocco Eatery (None) | Purohit Chavana and Sweet Mart (None) | Upper Crest (None) | McDonald's (None) | Jalaram Parotha house (None) | Havmor restaurant (None) | Sphere Louge (None) | La Milano Pizzeria Prahladnagar (None) | In-Garden Cafe (None) | LJ University (None) | Sauber Environmental Solutions Pvt. Ltd. (None) | CTP3R-WDFCC Project Office Larsen & Toubro Limited (None)
O88317528,"Flat/Apartment for Sale in Samanvay Scintilla, South Bopal, Ahmedabad",Flat/Apartment,Samanvay Scintilla,3,3,115.66,968.0,Unfurnished,Immediate,Updated 4d ago by dealer,7500000,4411,Rs75 Lac,49,14730,"in Samanvay Scintilla, South Bopal, Ahmedabad",,,,Doordarshan Kendra Metro Station (None) | Reliance Mall (None) | Sardar Patel Road (None) | The New Tulip International School (None) | Anant National University (None) | Shalby Multi-Specialty Hospital (None) | Sardar Vallabhbhai Patel Airport (None) | Ahmedabad Junction (None) | Regus Office Complex (None) | Wyndham Ahmedabad Hotel (None) | Fun Blast - SBR (None) | Kalhaar Blues & Greens Golf Club (None) | Sardar Patel Stadium (None)
K88229650,"Flat/Apartment for Sale in Anand iLYF, Tragad, Ahmedabad",Flat/Apartment,Anand iLYF,3,2,140.47,786.0,Semifurnished,Immediate,Updated 1w ago by dealer,6500000,4193,Rs65 Lac,1008530,6092,"in Anand iLYF, Tragad, Ahmedabad",,,,Tapovan Circle Metro Station (None) | ATM Mall (None) | Sardar Patel Highway (None) | Gems Genesis International School (None) | Nirma University (None) | SMS Hospital (None) | Sardar Patel International Airport (None) | Sabarmati Railway Station (None) | Start Desk Office Space (None) | Vivanta Hotel (None) | Golf Course (None) | Narendra Modi Stadium (None)
G87389478,"Flat/Apartment for Sale in Orchid Park, Ramdev Nagar, SG Highway",Flat/Apartment,Orchid Park,3,3,,,Unfurnished,Immediate,Updated 3w ago by dealer,15500000,8469,Rs1.55 Crore,49,1569,"in Orchid Park, Ramdev Nagar, SG Highway",,,,Iscon Emporio (None) | Prerna Tirth Derasar (None) | ISKON Temple (None) | Paramdham Temple (None) | State bank of india ATM (None) | The amdavad distric co-operative bank ltd ATM (None) | Vismay Child Care Hospital (None) | Kirenben Maternity And Nursing Home (None) | Sai Krupa Hospital (None) | Shree Hari Clinic (None) | Tulip Women's Hospital (None) | Shreeji Maternity and Surgical Nursing Home (None) | Rushabh Medi-Surge Hospital Pvt Ltd (None) | Sahjanand Orthopaedic Hospital (None) | Sangini Hospital (None) | Jalaram Hospital Ahmedabad (None) | Cardio Vascular Clinic - Ahmedabad (None) | Vishwa Ent Hospital (None) | Abhisek Maternity and Nursing Home (None) | Rathi Hospital (None) | Clear Vision Eye Hospital Unit 2 (None) | Sanjivani Maternity SonographyandPainless Delivery (None) | Satellite Orthopaedic Hospital And Research Centre Pvt Ltd (None) | Dr.Nagoris Institute Hospital (None) | Chhabra Eye Hospital (None) | Aastha Eye Hospital (None) | Netr-The Eye Care Clinic Ahmedabad (None) | shell petrol pump (None) | HP Fuel Station (None) | Wide Angle (None) | Mukta A2 Cinemas (None) | Yes bank (None) | Indian bank (None) | Mc Donalds (None) | Cafe Coffee Day (None) | McDonald's (None) | Skyz Restaurant and Banquet (None) | In-Garden Cafe (None) | La Milano Pizzeria Prahladnagar (None) | Mocha (None) | Starbucks (None) | Sphere Louge (None) | Jagdish Chaat Pakodi Center (None) | Little Italy (None) | Diwan Bhel Pakodi Center (None) | SN School (None) | SN Collage (None) | Vastrapur railway station (None) | Aardenco Infotech Pvt Ltd (None) | Sauber Environmental Solutions Pvt. Ltd. (None)
X86463546,"Flat/Apartment for Sale in Shaligram Prime, South Bopal, Ahmedabad",Flat/Apartment,Shaligram Prime,3,3,92.9,830.0,Semifurnished,Immediate,Updated 3w ago by dealer,8500000,"10,240",Rs85 Lac,49,14730,"in Shaligram Prime, South Bopal, Ahmedabad",,,,Gurukul Metro Station (None) | TRP Mall (None) | Sardar Patel Highway (None) | Apollo International School (None) | Indus University (None) | Saraswati Hospital  (None) | Sardar International Airport (None) | Ahmedabad Railway Station (None) | GrowSpace Office Complex (None) | Taj Skyline Hotel (None)
